-17;-89~4;-3617~4;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
0;-89~4;-3617~4;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
3;-89~4;-3617~4;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
4;-89~4;-3617~4;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
5;5~9;5~30;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
6;5~9;5~30;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
7;5~9;5~30;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
8;5~9;5~30;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
9;5~9;5~30;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
10;10~14;5~30;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
11;10~14;5~30;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
12;10~14;5~30;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
13;10~14;5~30;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
14;10~14;5~30;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
15;15~19;5~30;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
16;15~19;5~30;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
17;15~19;5~30;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
18;15~19;5~30;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
19;15~19;5~30;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
20;20~24;5~30;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
21;20~24;5~30;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
22;20~24;5~30;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
23;20~24;5~30;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
24;20~24;5~30;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
25;25~30;5~30;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
27;25~30;5~30;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
28;25~30;5~30;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
29;25~30;5~30;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
30;25~30;5~30;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
31;31~36;31~58;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
32;31~36;31~58;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
33;31~36;31~58;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
35;31~36;31~58;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
36;31~36;31~58;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
37;37~41;31~58;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
38;37~41;31~58;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
39;37~41;31~58;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
40;37~41;31~58;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
41;37~41;31~58;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
42;42~47;31~58;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
43;42~47;31~58;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
44;42~47;31~58;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
45;42~47;31~58;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
47;42~47;31~58;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
48;48~53;31~58;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
50;48~53;31~58;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
51;48~53;31~58;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
52;48~53;31~58;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
53;48~53;31~58;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
54;54~58;31~58;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
55;54~58;31~58;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
56;54~58;31~58;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
57;54~58;31~58;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
58;54~58;31~58;-153198~58;-153198~1289;-153198~7525;-153198~39832;*
59;59~63;59~90;59~279;-153198~1289;-153198~7525;-153198~39832;*
60;59~63;59~90;59~279;-153198~1289;-153198~7525;-153198~39832;*
61;59~63;59~90;59~279;-153198~1289;-153198~7525;-153198~39832;*
62;59~63;59~90;59~279;-153198~1289;-153198~7525;-153198~39832;*
63;59~63;59~90;59~279;-153198~1289;-153198~7525;-153198~39832;*
64;64~69;59~90;59~279;-153198~1289;-153198~7525;-153198~39832;*
65;64~69;59~90;59~279;-153198~1289;-153198~7525;-153198~39832;*
66;64~69;59~90;59~279;-153198~1289;-153198~7525;-153198~39832;*
68;64~69;59~90;59~279;-153198~1289;-153198~7525;-153198~39832;*
69;64~69;59~90;59~279;-153198~1289;-153198~7525;-153198~39832;*
70;70~75;59~90;59~279;-153198~1289;-153198~7525;-153198~39832;*
71;70~75;59~90;59~279;-153198~1289;-153198~7525;-153198~39832;*
72;70~75;59~90;59~279;-153198~1289;-153198~7525;-153198~39832;*
74;70~75;59~90;59~279;-153198~1289;-153198~7525;-153198~39832;*
75;70~75;59~90;59~279;-153198~1289;-153198~7525;-153198~39832;*
76;76~80;59~90;59~279;-153198~1289;-153198~7525;-153198~39832;*
77;76~80;59~90;59~279;-153198~1289;-153198~7525;-153198~39832;*
78;76~80;59~90;59~279;-153198~1289;-153198~7525;-153198~39832;*
79;76~80;59~90;59~279;-153198~1289;-153198~7525;-153198~39832;*
80;76~80;59~90;59~279;-153198~1289;-153198~7525;-153198~39832;*
82;82~90;59~90;59~279;-153198~1289;-153198~7525;-153198~39832;*
83;82~90;59~90;59~279;-153198~1289;-153198~7525;-153198~39832;*
86;82~90;59~90;59~279;-153198~1289;-153198~7525;-153198~39832;*
88;82~90;59~90;59~279;-153198~1289;-153198~7525;-153198~39832;*
90;82~90;59~90;59~279;-153198~1289;-153198~7525;-153198~39832;*
91;91~96;91~126;59~279;-153198~1289;-153198~7525;-153198~39832;*
92;91~96;91~126;59~279;-153198~1289;-153198~7525;-153198~39832;*
93;91~96;91~126;59~279;-153198~1289;-153198~7525;-153198~39832;*
94;91~96;91~126;59~279;-153198~1289;-153198~7525;-153198~39832;*
96;91~96;91~126;59~279;-153198~1289;-153198~7525;-153198~39832;*
97;97~103;91~126;59~279;-153198~1289;-153198~7525;-153198~39832;*
99;97~103;91~126;59~279;-153198~1289;-153198~7525;-153198~39832;*
100;97~103;91~126;59~279;-153198~1289;-153198~7525;-153198~39832;*
102;97~103;91~126;59~279;-153198~1289;-153198~7525;-153198~39832;*
103;97~103;91~126;59~279;-153198~1289;-153198~7525;-153198~39832;*
104;104~110;91~126;59~279;-153198~1289;-153198~7525;-153198~39832;*
105;104~110;91~126;59~279;-153198~1289;-153198~7525;-153198~39832;*
107;104~110;91~126;59~279;-153198~1289;-153198~7525;-153198~39832;*
108;104~110;91~126;59~279;-153198~1289;-153198~7525;-153198~39832;*
110;104~110;91~126;59~279;-153198~1289;-153198~7525;-153198~39832;*
111;111~118;91~126;59~279;-153198~1289;-153198~7525;-153198~39832;*
113;111~118;91~126;59~279;-153198~1289;-153198~7525;-153198~39832;*
116;111~118;91~126;59~279;-153198~1289;-153198~7525;-153198~39832;*
117;111~118;91~126;59~279;-153198~1289;-153198~7525;-153198~39832;*
118;111~118;91~126;59~279;-153198~1289;-153198~7525;-153198~39832;*
120;120~126;91~126;59~279;-153198~1289;-153198~7525;-153198~39832;*
121;120~126;91~126;59~279;-153198~1289;-153198~7525;-153198~39832;*
122;120~126;91~126;59~279;-153198~1289;-153198~7525;-153198~39832;*
125;120~126;91~126;59~279;-153198~1289;-153198~7525;-153198~39832;*
126;120~126;91~126;59~279;-153198~1289;-153198~7525;-153198~39832;*
129;129~139;129~173;59~279;-153198~1289;-153198~7525;-153198~39832;*
130;129~139;129~173;59~279;-153198~1289;-153198~7525;-153198~39832;*
132;129~139;129~173;59~279;-153198~1289;-153198~7525;-153198~39832;*
138;129~139;129~173;59~279;-153198~1289;-153198~7525;-153198~39832;*
139;129~139;129~173;59~279;-153198~1289;-153198~7525;-153198~39832;*
140;140~147;129~173;59~279;-153198~1289;-153198~7525;-153198~39832;*
142;140~147;129~173;59~279;-153198~1289;-153198~7525;-153198~39832;*
145;140~147;129~173;59~279;-153198~1289;-153198~7525;-153198~39832;*
146;140~147;129~173;59~279;-153198~1289;-153198~7525;-153198~39832;*
147;140~147;129~173;59~279;-153198~1289;-153198~7525;-153198~39832;*
149;149~159;129~173;59~279;-153198~1289;-153198~7525;-153198~39832;*
150;149~159;129~173;59~279;-153198~1289;-153198~7525;-153198~39832;*
153;149~159;129~173;59~279;-153198~1289;-153198~7525;-153198~39832;*
156;149~159;129~173;59~279;-153198~1289;-153198~7525;-153198~39832;*
159;149~159;129~173;59~279;-153198~1289;-153198~7525;-153198~39832;*
160;160~164;129~173;59~279;-153198~1289;-153198~7525;-153198~39832;*
161;160~164;129~173;59~279;-153198~1289;-153198~7525;-153198~39832;*
162;160~164;129~173;59~279;-153198~1289;-153198~7525;-153198~39832;*
163;160~164;129~173;59~279;-153198~1289;-153198~7525;-153198~39832;*
164;160~164;129~173;59~279;-153198~1289;-153198~7525;-153198~39832;*
165;165~173;129~173;59~279;-153198~1289;-153198~7525;-153198~39832;*
167;165~173;129~173;59~279;-153198~1289;-153198~7525;-153198~39832;*
168;165~173;129~173;59~279;-153198~1289;-153198~7525;-153198~39832;*
170;165~173;129~173;59~279;-153198~1289;-153198~7525;-153198~39832;*
173;165~173;129~173;59~279;-153198~1289;-153198~7525;-153198~39832;*
174;174~181;174~229;59~279;-153198~1289;-153198~7525;-153198~39832;*
175;174~181;174~229;59~279;-153198~1289;-153198~7525;-153198~39832;*
176;174~181;174~229;59~279;-153198~1289;-153198~7525;-153198~39832;*
180;174~181;174~229;59~279;-153198~1289;-153198~7525;-153198~39832;*
181;174~181;174~229;59~279;-153198~1289;-153198~7525;-153198~39832;*
183;183~190;174~229;59~279;-153198~1289;-153198~7525;-153198~39832;*
184;183~190;174~229;59~279;-153198~1289;-153198~7525;-153198~39832;*
185;183~190;174~229;59~279;-153198~1289;-153198~7525;-153198~39832;*
187;183~190;174~229;59~279;-153198~1289;-153198~7525;-153198~39832;*
190;183~190;174~229;59~279;-153198~1289;-153198~7525;-153198~39832;*
192;192~200;174~229;59~279;-153198~1289;-153198~7525;-153198~39832;*
194;192~200;174~229;59~279;-153198~1289;-153198~7525;-153198~39832;*
195;192~200;174~229;59~279;-153198~1289;-153198~7525;-153198~39832;*
196;192~200;174~229;59~279;-153198~1289;-153198~7525;-153198~39832;*
200;192~200;174~229;59~279;-153198~1289;-153198~7525;-153198~39832;*
201;201~215;174~229;59~279;-153198~1289;-153198~7525;-153198~39832;*
203;201~215;174~229;59~279;-153198~1289;-153198~7525;-153198~39832;*
206;201~215;174~229;59~279;-153198~1289;-153198~7525;-153198~39832;*
210;201~215;174~229;59~279;-153198~1289;-153198~7525;-153198~39832;*
215;201~215;174~229;59~279;-153198~1289;-153198~7525;-153198~39832;*
216;216~229;174~229;59~279;-153198~1289;-153198~7525;-153198~39832;*
222;216~229;174~229;59~279;-153198~1289;-153198~7525;-153198~39832;*
224;216~229;174~229;59~279;-153198~1289;-153198~7525;-153198~39832;*
225;216~229;174~229;59~279;-153198~1289;-153198~7525;-153198~39832;*
229;216~229;174~229;59~279;-153198~1289;-153198~7525;-153198~39832;*
232;232~240;232~279;59~279;-153198~1289;-153198~7525;-153198~39832;*
235;232~240;232~279;59~279;-153198~1289;-153198~7525;-153198~39832;*
238;232~240;232~279;59~279;-153198~1289;-153198~7525;-153198~39832;*
239;232~240;232~279;59~279;-153198~1289;-153198~7525;-153198~39832;*
240;232~240;232~279;59~279;-153198~1289;-153198~7525;-153198~39832;*
243;243~255;232~279;59~279;-153198~1289;-153198~7525;-153198~39832;*
245;243~255;232~279;59~279;-153198~1289;-153198~7525;-153198~39832;*
246;243~255;232~279;59~279;-153198~1289;-153198~7525;-153198~39832;*
250;243~255;232~279;59~279;-153198~1289;-153198~7525;-153198~39832;*
255;243~255;232~279;59~279;-153198~1289;-153198~7525;-153198~39832;*
257;257~265;232~279;59~279;-153198~1289;-153198~7525;-153198~39832;*
260;257~265;232~279;59~279;-153198~1289;-153198~7525;-153198~39832;*
263;257~265;232~279;59~279;-153198~1289;-153198~7525;-153198~39832;*
264;257~265;232~279;59~279;-153198~1289;-153198~7525;-153198~39832;*
265;257~265;232~279;59~279;-153198~1289;-153198~7525;-153198~39832;*
266;266~271;232~279;59~279;-153198~1289;-153198~7525;-153198~39832;*
268;266~271;232~279;59~279;-153198~1289;-153198~7525;-153198~39832;*
269;266~271;232~279;59~279;-153198~1289;-153198~7525;-153198~39832;*
270;266~271;232~279;59~279;-153198~1289;-153198~7525;-153198~39832;*
271;266~271;232~279;59~279;-153198~1289;-153198~7525;-153198~39832;*
273;273~279;232~279;59~279;-153198~1289;-153198~7525;-153198~39832;*
275;273~279;232~279;59~279;-153198~1289;-153198~7525;-153198~39832;*
276;273~279;232~279;59~279;-153198~1289;-153198~7525;-153198~39832;*
278;273~279;232~279;59~279;-153198~1289;-153198~7525;-153198~39832;*
279;273~279;232~279;59~279;-153198~1289;-153198~7525;-153198~39832;*
280;280~287;280~337;280~626;-153198~1289;-153198~7525;-153198~39832;*
281;280~287;280~337;280~626;-153198~1289;-153198~7525;-153198~39832;*
282;280~287;280~337;280~626;-153198~1289;-153198~7525;-153198~39832;*
283;280~287;280~337;280~626;-153198~1289;-153198~7525;-153198~39832;*
287;280~287;280~337;280~626;-153198~1289;-153198~7525;-153198~39832;*
288;288~300;280~337;280~626;-153198~1289;-153198~7525;-153198~39832;*
293;288~300;280~337;280~626;-153198~1289;-153198~7525;-153198~39832;*
296;288~300;280~337;280~626;-153198~1289;-153198~7525;-153198~39832;*
297;288~300;280~337;280~626;-153198~1289;-153198~7525;-153198~39832;*
300;288~300;280~337;280~626;-153198~1289;-153198~7525;-153198~39832;*
303;303~312;280~337;280~626;-153198~1289;-153198~7525;-153198~39832;*
305;303~312;280~337;280~626;-153198~1289;-153198~7525;-153198~39832;*
306;303~312;280~337;280~626;-153198~1289;-153198~7525;-153198~39832;*
309;303~312;280~337;280~626;-153198~1289;-153198~7525;-153198~39832;*
312;303~312;280~337;280~626;-153198~1289;-153198~7525;-153198~39832;*
315;315~327;280~337;280~626;-153198~1289;-153198~7525;-153198~39832;*
320;315~327;280~337;280~626;-153198~1289;-153198~7525;-153198~39832;*
321;315~327;280~337;280~626;-153198~1289;-153198~7525;-153198~39832;*
325;315~327;280~337;280~626;-153198~1289;-153198~7525;-153198~39832;*
327;315~327;280~337;280~626;-153198~1289;-153198~7525;-153198~39832;*
328;328~337;280~337;280~626;-153198~1289;-153198~7525;-153198~39832;*
330;328~337;280~337;280~626;-153198~1289;-153198~7525;-153198~39832;*
335;328~337;280~337;280~626;-153198~1289;-153198~7525;-153198~39832;*
336;328~337;280~337;280~626;-153198~1289;-153198~7525;-153198~39832;*
337;328~337;280~337;280~626;-153198~1289;-153198~7525;-153198~39832;*
340;340~345;340~400;280~626;-153198~1289;-153198~7525;-153198~39832;*
341;340~345;340~400;280~626;-153198~1289;-153198~7525;-153198~39832;*
342;340~345;340~400;280~626;-153198~1289;-153198~7525;-153198~39832;*
344;340~345;340~400;280~626;-153198~1289;-153198~7525;-153198~39832;*
345;340~345;340~400;280~626;-153198~1289;-153198~7525;-153198~39832;*
346;346~360;340~400;280~626;-153198~1289;-153198~7525;-153198~39832;*
350;346~360;340~400;280~626;-153198~1289;-153198~7525;-153198~39832;*
351;346~360;340~400;280~626;-153198~1289;-153198~7525;-153198~39832;*
354;346~360;340~400;280~626;-153198~1289;-153198~7525;-153198~39832;*
360;346~360;340~400;280~626;-153198~1289;-153198~7525;-153198~39832;*
361;361~375;340~400;280~626;-153198~1289;-153198~7525;-153198~39832;*
367;361~375;340~400;280~626;-153198~1289;-153198~7525;-153198~39832;*
368;361~375;340~400;280~626;-153198~1289;-153198~7525;-153198~39832;*
370;361~375;340~400;280~626;-153198~1289;-153198~7525;-153198~39832;*
375;361~375;340~400;280~626;-153198~1289;-153198~7525;-153198~39832;*
379;379~385;340~400;280~626;-153198~1289;-153198~7525;-153198~39832;*
380;379~385;340~400;280~626;-153198~1289;-153198~7525;-153198~39832;*
381;379~385;340~400;280~626;-153198~1289;-153198~7525;-153198~39832;*
384;379~385;340~400;280~626;-153198~1289;-153198~7525;-153198~39832;*
385;379~385;340~400;280~626;-153198~1289;-153198~7525;-153198~39832;*
386;386~400;340~400;280~626;-153198~1289;-153198~7525;-153198~39832;*
387;386~400;340~400;280~626;-153198~1289;-153198~7525;-153198~39832;*
391;386~400;340~400;280~626;-153198~1289;-153198~7525;-153198~39832;*
396;386~400;340~400;280~626;-153198~1289;-153198~7525;-153198~39832;*
400;386~400;340~400;280~626;-153198~1289;-153198~7525;-153198~39832;*
407;407~417;407~480;280~626;-153198~1289;-153198~7525;-153198~39832;*
409;407~417;407~480;280~626;-153198~1289;-153198~7525;-153198~39832;*
410;407~417;407~480;280~626;-153198~1289;-153198~7525;-153198~39832;*
413;407~417;407~480;280~626;-153198~1289;-153198~7525;-153198~39832;*
417;407~417;407~480;280~626;-153198~1289;-153198~7525;-153198~39832;*
419;419~436;407~480;280~626;-153198~1289;-153198~7525;-153198~39832;*
420;419~436;407~480;280~626;-153198~1289;-153198~7525;-153198~39832;*
425;419~436;407~480;280~626;-153198~1289;-153198~7525;-153198~39832;*
432;419~436;407~480;280~626;-153198~1289;-153198~7525;-153198~39832;*
436;419~436;407~480;280~626;-153198~1289;-153198~7525;-153198~39832;*
444;444~453;407~480;280~626;-153198~1289;-153198~7525;-153198~39832;*
445;444~453;407~480;280~626;-153198~1289;-153198~7525;-153198~39832;*
448;444~453;407~480;280~626;-153198~1289;-153198~7525;-153198~39832;*
450;444~453;407~480;280~626;-153198~1289;-153198~7525;-153198~39832;*
453;444~453;407~480;280~626;-153198~1289;-153198~7525;-153198~39832;*
455;455~470;407~480;280~626;-153198~1289;-153198~7525;-153198~39832;*
458;455~470;407~480;280~626;-153198~1289;-153198~7525;-153198~39832;*
460;455~470;407~480;280~626;-153198~1289;-153198~7525;-153198~39832;*
468;455~470;407~480;280~626;-153198~1289;-153198~7525;-153198~39832;*
470;455~470;407~480;280~626;-153198~1289;-153198~7525;-153198~39832;*
472;472~480;407~480;280~626;-153198~1289;-153198~7525;-153198~39832;*
474;472~480;407~480;280~626;-153198~1289;-153198~7525;-153198~39832;*
475;472~480;407~480;280~626;-153198~1289;-153198~7525;-153198~39832;*
479;472~480;407~480;280~626;-153198~1289;-153198~7525;-153198~39832;*
480;472~480;407~480;280~626;-153198~1289;-153198~7525;-153198~39832;*
483;483~500;483~564;280~626;-153198~1289;-153198~7525;-153198~39832;*
486;483~500;483~564;280~626;-153198~1289;-153198~7525;-153198~39832;*
490;483~500;483~564;280~626;-153198~1289;-153198~7525;-153198~39832;*
495;483~500;483~564;280~626;-153198~1289;-153198~7525;-153198~39832;*
500;483~500;483~564;280~626;-153198~1289;-153198~7525;-153198~39832;*
501;501~510;483~564;280~626;-153198~1289;-153198~7525;-153198~39832;*
503;501~510;483~564;280~626;-153198~1289;-153198~7525;-153198~39832;*
504;501~510;483~564;280~626;-153198~1289;-153198~7525;-153198~39832;*
505;501~510;483~564;280~626;-153198~1289;-153198~7525;-153198~39832;*
510;501~510;483~564;280~626;-153198~1289;-153198~7525;-153198~39832;*
512;512~525;483~564;280~626;-153198~1289;-153198~7525;-153198~39832;*
515;512~525;483~564;280~626;-153198~1289;-153198~7525;-153198~39832;*
516;512~525;483~564;280~626;-153198~1289;-153198~7525;-153198~39832;*
520;512~525;483~564;280~626;-153198~1289;-153198~7525;-153198~39832;*
525;512~525;483~564;280~626;-153198~1289;-153198~7525;-153198~39832;*
528;528~550;483~564;280~626;-153198~1289;-153198~7525;-153198~39832;*
536;528~550;483~564;280~626;-153198~1289;-153198~7525;-153198~39832;*
540;528~550;483~564;280~626;-153198~1289;-153198~7525;-153198~39832;*
544;528~550;483~564;280~626;-153198~1289;-153198~7525;-153198~39832;*
550;528~550;483~564;280~626;-153198~1289;-153198~7525;-153198~39832;*
552;552~564;483~564;280~626;-153198~1289;-153198~7525;-153198~39832;*
560;552~564;483~564;280~626;-153198~1289;-153198~7525;-153198~39832;*
562;552~564;483~564;280~626;-153198~1289;-153198~7525;-153198~39832;*
563;552~564;483~564;280~626;-153198~1289;-153198~7525;-153198~39832;*
564;552~564;483~564;280~626;-153198~1289;-153198~7525;-153198~39832;*
565;565~576;565~626;280~626;-153198~1289;-153198~7525;-153198~39832;*
566;565~576;565~626;280~626;-153198~1289;-153198~7525;-153198~39832;*
574;565~576;565~626;280~626;-153198~1289;-153198~7525;-153198~39832;*
