ID;longitude;latitude;housing_median_age;mean_rooms;mean_bedrooms;population;households;median_income;median_house_value;ocean_proximity
4919;-118.25;34.00;36;4.510917031;1.165938865;1112;229;1.7237;105800;1
4920;-118.25;34.00;36;4.02739726;1.058219178;1267;292;1.6382;105000;1
4921;-118.25;34.00;32;4.006578947;1125;1292;304;1.5781;102900;1
4922;-118.25;34.00;41;3.729957806;1.002109705;1721;474;1.3030;90400;1
4923;-118.25;34.00;34;3.656429942;1.05950096;2194;521;1.4792;95800;1
4926;-118.25;34.00;29;4.476340694;1.14511041;1696;317;2.2813;101300;1
4918;-118.26;34.00;41;3.825607064;1.086092715;1776;453;1.6221;104200;1
4932;-118.26;34.00;27;3.517467249;1.045851528;1457;458;0.8941;91900;1
4933;-118.26;34.00;37;4.150793651;1.106349206;2484;630;1.9208;103400;1
4914;-118.27;34.00;46;4.273838631;1.046454768;1707;409;2.1480;103800;1
4915;-118.27;34.00;48;4.238095238;1.045351474;1834;441;1.7052;107400;1
4916;-118.27;34.00;47;3.627906977;1.102325581;888;215;1.7500;95800;1
4934;-118.27;34.00;40;3.967863894;1.132325142;2311;529;1.8520;101500;1
4935;-118.27;34.00;43;4.2;1.112820513;1213;390;1.3403;110800;1
4936;-118.27;34.00;43;3.51396648;1.06424581;1276;358;1.8917;106900;1
4964;-118.28;34.00;46;3.602620087;1.010917031;1992;458;2.3403;114100;1
4969;-118.28;34.00;43;3.008438819;1.033755274;880;237;1.2065;103600;1
4972;-118.28;34.00;38;3.759864713;1.038331454;3612;887;2.1250;118800;1
4973;-118.28;34.00;42;4.036842105;1.097368421;1295;380;2.0938;119200;1
4974;-118.28;34.00;42;3.461538462;1.149797571;890;247;1.2778;112500;1
4975;-118.28;34.00;44;4.049155146;1.113671275;2182;651;1.4320;124000;1
4976;-118.28;34.00;48;4.401162791;1.093023256;1353;344;2.1607;96100;1
4965;-118.29;34.00;6;3.689826303;1.161290323;1509;403;1.4639;112500;1
4977;-118.29;34.00;44;4.613157895;1.018421053;1165;380;2.1354;105800;1
4978;-118.29;34.00;41;3.836518047;1.04670913;1731;471;1.2347;111700;1
4979;-118.29;34.00;52;4.867158672;1.088560886;898;271;2.7727;128600;1
4982;-118.29;34.00;52;5.631004367;1.07860262;1558;458;2.0809;109600;1
4960;-118.30;34.00;52;4.5390625;1.096354167;1206;384;1.6875;116000;1
4980;-118.30;34.00;40;4.917391304;1.22173913;859;230;1.1806;134600;1
4981;-118.30;34.00;52;4.02266289;1.005665722;1080;353;1.5179;116100;1
4983;-118.30;34.00;52;4.735955056;1.058988764;982;356;2.0958;116400;1
4984;-118.30;34.00;52;5.445378151;1.033613445;853;238;3.0500;111600;1
4986;-118.30;34.00;52;5.506410256;1.134615385;1026;312;2.0000;128000;1
4985;-118.31;34.00;52;5.586956522;1.119565217;939;276;1.6892;129100;1
4987;-118.31;34.00;52;4.024691358;0.935802469;1413;405;1.9330;120000;1
4988;-118.31;34.00;52;4.419249592;1.04730832;1751;613;2.1116;122500;1
4989;-118.31;34.00;47;4.816770186;1.124223602;1329;322;1.9792;116400;1
5014;-118.32;34.00;50;4.814814815;1.026666667;2300;675;1.9500;112600;1
5015;-118.32;34.00;50;4.667377399;0.980810235;1097;469;2.4583;120900;1
5016;-118.33;34.00;47;5.271293375;1.223974763;895;317;2.2054;121500;1
5017;-118.33;34.00;47;4.768786127;1.080924855;416;173;2.3333;133300;1
5018;-118.33;34.00;24;2.834415584;1.038961039;529;308;0.9304;151600;1
8999;-118.33;34.00;52;6.329545455;0.960227273;486;176;4.2917;247600;1
8997;-118.34;34.00;44;6.729386892;1.084566596;1183;473;5.0407;314900;1
8998;-118.34;34.00;49;7.051724138;1.012315271;1108;406;5.8993;313300;1
9000;-118.34;34.00;49;6.866295265;1.036211699;1018;359;4.0000;296800;1
5060;-118.35;34.00;28;5.528673835;1.112903226;1162;558;3.2500;301000;1
8991;-118.35;34.00;30;7.063909774;0.84962406;740;266;6.4310;492500;1
8992;-118.35;34.00;46;6.75;0.998015873;1389;504;5.3462;270400;1
9003;-118.35;34.00;40;7.075794621;0.965770171;1063;409;6.9390;372000;1
8962;-118.39;34.00;40;5.839552239;1.003731343;826;268;5.2035;485700;1
8965;-118.39;34.00;35;4.246376812;1.11884058;1104;345;4.0560;339100;1
5495;-118.40;34.00;10;5.694029851;1.264925373;705;268;5.8083;321800;1
8966;-118.40;34.00;34;5.356932153;0.98820059;872;339;4.8500;329400;1
8967;-118.40;34.00;37;5.922779923;0.996138996;751;259;5.4440;336000;1
8970;-118.40;34.00;44;5.782016349;1.049046322;1012;367;4.6687;344300;1
5496;-118.41;34.00;35;4.301886792;1.012578616;381;159;2.8393;272000;1
5497;-118.41;34.00;30;4.034090909;1.061363636;3738;880;3.1910;271200;1
5498;-118.41;34.00;18;2.86622807;0.967105263;884;456;2.9338;276300;1
5512;-118.41;34.00;35;3.459283388;0.993485342;1026;307;2.7153;265500;1
8973;-118.41;34.00;37;5.463601533;0.992337165;689;261;5.5284;331000;1
8978;-118.41;34.00;38;4.438356164;0.95890411;268;73;2.5500;271400;1
8980;-118.41;34.00;46;5.526315789;1.052631579;69;19;3.9643;275000;1
5449;-118.42;34.00;31;4.707317073;1.112195122;1002;410;3.9798;458600;1
5499;-118.42;34.00;14;3.855828221;1.206543967;2355;978;3.1603;287500;1
8979;-118.42;34.00;45;4.870619946;0.956873315;883;371;5.0357;329800;1
8981;-118.42;34.00;33;4.431906615;1.163424125;734;257;3.2708;325000;1
5444;-118.43;34.00;30;3.842576029;1.067978533;1341;559;3.3995;324000;1
5450;-118.43;34.00;28;3.37630854;1.0815427;3586;1815;2.7058;310900;1
8982;-118.43;34.00;37;3.941176471;1.052941176;1008;340;3.7614;314300;1
5440;-118.44;34.00;44;4.287390029;0.991202346;821;341;2.5990;362200;1
5441;-118.44;34.00;44;5.72611465;1.124203822;835;314;4.7500;355800;1
5443;-118.44;34.00;40;4.138263666;1.112540193;806;311;3.8750;321300;1
5445;-118.44;34.00;22;3.67318612;1.076971609;3335;1585;3.1579;243100;1
5446;-118.44;34.00;41;4.244565217;1.024456522;874;368;4.1083;324300;1
5442;-118.45;34.00;39;5.533333333;1.04057971;867;345;4.7000;334700;1
5477;-118.45;34.00;46;5.320359281;1.083832335;896;334;4.4500;348300;1
5478;-118.45;34.00;43;4.536723164;1.152542373;862;354;3.9620;345800;1
5479;-118.45;34.00;48;4.441108545;0.942263279;1142;433;4.5750;326700;1
5452;-118.46;34.00;39;3.891737892;1.044634378;2054;1053;2.9180;345600;1
5453;-118.46;34.00;37;4.619047619;0.988095238;248;84;5.1664;326700;1
5454;-118.46;34.00;36;5.63562753;1.052631579;679;247;4.7344;346900;1
5458;-118.46;34.00;39;3.86163522;1.094339623;538;159;2.3542;235700;1
5475;-118.46;34.00;44;4.567961165;1.116504854;493;206;3.6458;325800;1
5476;-118.46;34.00;52;4.577319588;1.06185567;376;194;3.8750;372000;1
5456;-118.47;34.00;38;3.284574468;1.037234043;891;376;2.7143;287500;1
5457;-118.47;34.00;41;4.340782123;1.184357542;1839;537;2.2880;263500;1
5460;-118.47;34.00;37;3.508819539;1.037991859;1801;737;2.6042;305800;1
8930;-118.47;34.00;28;4.496428571;1.078571429;668;280;4.2813;384400;1
8931;-118.47;34.00;42;4.073717949;0.96474359;574;312;3.1304;340500;1
8926;-118.48;34.00;41;3.868263473;1.112275449;1058;668;3.2061;370000;1
8932;-118.48;34.00;25;4149;1067;1749;1000;3.9722;450000;1
8933;-118.48;34.00;29;4.006960557;1.11136891;741;431;3.6121;500000;1
8934;-118.48;34.00;52;3.692934783;1.073369565;521;368;2.6736;500001;1
8928;-118.49;34.00;32;3.455375254;1.086206897;1463;986;3.0369;500001;1
8924;-118.51;34.00;52;2.703703704;1.093681917;679;459;2.3098;500001;1
3137;-117.65;35.00;36;4.912863071;1.31120332;672;241;1.9107;39800;2
16702;-120.58;35.00;37;5.505263158;1.252631579;374;95;1.4726;106300;1
2800;-116.22;36.00;14;6.441314554;1.812206573;436;213;1.1471;32900;2
3254;-120.14;36.00;33;4.448453608;1.082474227;1371;388;2.0335;43900;2
18506;-122.00;37.00;16;6.4;0.8;36;5;2.6250;137500;0
2389;-119.48;37.00;16;5.705304519;1.082514735;1467;509;3.1736;111800;2
9232;-120.09;37.00;11;5.588410104;1.002971768;2374;673;3.4598;74600;2
18496;-121.56;37.00;20;4.185263158;1.003157895;3866;950;2.5387;160100;2
18485;-121.57;37.00;18;6.362917399;1.076449912;4168;1138;4.5714;260300;2
18467;-121.68;37.00;19;6.825454545;1.069090909;1692;550;6.7644;412600;1
18686;-121.76;37.00;21;7.08;1345;779;200;3.1987;279800;1
18682;-121.79;37.00;28;7.033678756;1.168393782;1154;386;4.8021;290400;1
18667;-121.86;37.00;16;6.904876099;1.112709832;3706;1251;5.5030;351800;1
18663;-121.94;37.00;32;5.580808081;1.075757576;1082;396;4.1587;315200;0
18664;-121.96;37.00;20;5.219810041;0.986431479;1725;737;3.3447;305200;0
18639;-121.97;37.00;25;5.351351351;0.897297297;522;185;4.8269;272900;0
18620;-122.03;37.00;30;6.332317073;1.042682927;816;328;5.2078;440500;0
18562;-122.04;37.00;52;10.10510511;1.933933934;796;333;2.9712;116600;0
18520;-122.06;37.00;14;4.445402299;1.074712644;4731;348;2.4732;131300;0
20087;-120.33;38.00;14;6.191082803;1.050955414;822;314;3.5000;170700;2
20066;-120.39;38.00;33;5.684073107;1.054830287;891;383;3.2120;105200;2
20065;-120.40;38.00;17;5.926553672;1.04519774;912;354;2.6544;112600;2
16490;-120.97;38.00;27;6.523255814;1.11627907;873;258;4.7069;176900;2
16494;-121.12;38.00;36;4.843971631;1.127659574;505;141;3.4265;158900;2
16395;-121.22;38.00;35;6.459649123;1.052631579;783;285;2.8167;162100;2
16399;-121.24;38.00;25;4.838815789;0.986842105;721;304;2.4688;126800;2
16397;-121.25;38.00;21;7.824561404;1.280701754;182;57;2.8958;135000;2
16358;-121.29;38.00;12;4.286624204;1.140127389;3440;942;1.9698;112300;2
16382;-121.29;38.00;4;4.504854369;1.042071197;1784;309;2.3750;124500;2
16360;-121.30;38.00;23;3.636898921;1.085377821;3785;1019;1.7774;100000;2
16362;-121.30;38.00;27;5.363970588;1.066176471;1338;544;2.6495;116200;2
16363;-121.31;38.00;35;5.857541899;0.980446927;977;358;4.3958;108400;2
16364;-121.31;38.00;19;5.896103896;1.025974026;306;154;3.9792;131900;2
16316;-121.32;38.00;21;3.802966102;1.021186441;1114;472;2.0091;101500;2
16317;-121.32;38.00;22;4.358178054;1.078674948;781;483;2.2130;87500;2
16312;-121.33;38.00;32;5.061085973;1.050904977;2177;884;3.2889;98900;2
16318;-121.33;38.00;14;4.974666667;1.029333333;1679;750;3.1369;119600;2
16311;-121.34;38.00;32;5.992272025;1.061823802;1642;647;4.0444;129200;2
16302;-121.35;38.00;22;5.098712446;1.04434907;1539;699;3.6750;152400;2
16303;-121.35;38.00;6;4.711428571;1.054285714;732;350;3.4231;123800;2
16301;-121.36;38.00;17;6.103633917;1.025572005;1562;743;5.3224;225800;2
1261;-121.72;38.00;7;6.153905646;1.016241299;4460;1293;4.9618;156500;2
1260;-121.73;38.00;3;7.246069182;1.196540881;3578;1272;5.0016;189100;2
1293;-121.78;38.00;8;5.987373737;0.946969697;1094;396;5.3245;174500;2
1290;-121.79;38.00;34;5.459363958;1.04770318;1588;566;3.6118;124700;2
1313;-121.79;38.00;36;5.356807512;1.098591549;562;213;2.5893;108500;2
1316;-121.80;38.00;34;5.965141612;1.034858388;1316;459;3.5368;122500;2
1300;-121.81;38.00;37;5.044444444;1.072222222;1400;540;2.9050;97300;2
1299;-121.82;38.00;29;4.928571429;1.076190476;985;420;2.8466;113400;2
1301;-121.82;38.00;30;5.784070796;1.003539823;1714;565;4.4583;131000;2
1304;-121.83;38.00;15;4.365569273;1.128943759;3838;1458;2.5495;103600;2
1305;-121.83;38.00;25;6.602316602;1.111969112;799;259;4.8359;145300;2
1309;-121.83;38.00;8;3.760233918;1.078947368;1384;684;1.7161;75800;2
1302;-121.85;38.00;26;5.943462898;1.007067138;1806;566;4.2647;133400;2
1303;-121.85;38.00;24;4.186346863;1.077490775;1239;542;2.0411;100000;2
1333;-121.86;38.00;4;4.799764429;1.091872792;2239;849;3.5857;165200;2
1334;-121.86;38.00;16;7.099337748;1.024282561;1504;453;5.2500;161700;2
1337;-121.87;38.00;17;6.537349398;1.065060241;1475;415;4.8542;144100;2
1329;-121.88;38.00;16;6.384803922;1.078431373;1352;408;4.1947;140300;2
1332;-121.88;38.00;22;5.589147287;0.906976744;367;129;5.3098;151900;2
1345;-121.90;38.00;14;5.99378882;1.127329193;990;322;4.1094;162200;2
1346;-121.90;38.00;14;7.138666667;0.981333333;1288;375;6.0497;177500;2
1430;-122.02;38.00;28;6.281779661;1.129237288;1591;472;4.6375;178200;0
1426;-122.03;38.00;25;6.032040472;0.979763912;1753;593;5.7295;178300;0
1416;-122.04;38.00;16;4.339915374;1.033850494;1447;709;3.2484;91100;0
1422;-122.05;38.00;36;6.300254453;1.201017812;1213;393;3.7333;136400;0
1423;-122.05;38.00;16;4.676724138;0.935344828;356;232;2.3462;75000;0
1379;-122.07;38.00;37;5.315217391;1.097826087;462;184;3.6250;156300;0
1380;-122.09;38.00;6;5.69647848;1.051984349;4377;1789;5.2015;204200;0
1381;-122.11;38.00;9;6.305709024;1.073664825;1460;543;5.7600;212600;0
1373;-122.12;38.00;20;5.24137931;1.052473763;3221;1334;4.2042;166400;0
1369;-122.13;38.00;33;4.4078125;1.01875;1206;640;2.5481;150800;0
1692;-122.25;38.00;16;7445;1.0275;1531;400;6.5006;237700;0
1693;-122.26;38.00;14;5.874371859;0.98241206;1003;398;4.2269;170500;0
1694;-122.26;38.00;6;7.450549451;1.142857143;318;91;5.2375;246400;0
1697;-122.26;38.00;5;7.184633028;1.041284404;3326;872;6.2073;272900;0
1695;-122.27;38.00;15;6.831460674;0.93258427;572;178;5.8418;240300;0
1696;-122.27;38.00;12;6.832618026;1.038626609;969;233;6.1576;248700;0
1679;-122.28;38.00;26;5.599520384;0.990407674;980;417;3.4471;178900;0
1680;-122.29;38.00;16;4.907480315;1.063976378;2805;1016;4.0250;173200;0
1682;-122.30;38.00;34;5.020527859;0.929618768;956;341;4.4394;162000;0
1683;-122.31;38.00;26;5.900473934;1.012638231;1708;633;4.6210;191100;0
1715;-122.31;38.00;29;6.023255814;1.034883721;1687;516;4.3333;170800;0
1717;-122.32;38.00;32;5.442583732;0.949760766;1233;418;4.0437;162800;0
1714;-122.33;38.00;35;5.565537555;1.04712813;2493;679;2.9781;109000;0
1721;-122.39;38.00;33;4;0.545454545;23;11;4.1250;212500;0
9295;-122.49;38.00;26;6;1;19;8;7.7197;400000;0
9294;-122.51;38.00;17;4.510128913;0.987108656;1157;543;3.9519;274200;0
9304;-122.54;38.00;28;4.27;1.0325;1694;800;3.1800;277000;0
9305;-122.55;38.00;18;4.319944598;1.112188366;1395;722;3.9265;301100;0
9341;-122.60;38.00;21;4.89532294;1.028953229;1100;449;4.1098;246600;1
11828;-121.00;39.00;4;6.296296296;0.851851852;93;27;10.9891;312500;2
11826;-121.04;39.00;21;5.857142857;1.053391053;1874;693;4.8051;174300;2
11819;-121.10;39.00;16;5.914438503;1.042780749;505;187;5.0126;192300;2
11812;-121.15;39.00;15;6.095588235;1.016176471;1872;680;4.3553;220600;2
11796;-121.30;39.00;16;5.842592593;1.001851852;1630;540;4.0282;126400;2
20622;-121.44;39.00;20;4.808917197;0.936305732;457;157;2.4167;67000;2
1243;-122.13;39.00;23;5.129852744;1.036144578;2435;747;2.2754;59200;2
3292;-122.70;39.00;18;13.44067797;2.508474576;186;59;2.3125;162500;2
3319;-122.85;39.00;20;6.26984127;1.261904762;753;252;1.8704;88500;2
14762;-117.04;32.54;7;3.326241135;1.053191489;1187;282;1.2667;67500;0
14757;-117.04;32.55;15;3.404320988;1;2511;648;1.6348;93200;0
14761;-117.06;32.55;5;3.774004684;1.100702576;3284;854;1.4384;108800;0
14784;-117.09;32.55;8;5.550552251;1.033984707;4797;1177;3.9583;144400;0
14756;-116.97;32.56;23;4.589090909;1.069090909;5176;275;2.5625;153300;0
14753;-117.05;32.56;18;3.481375358;0.916905444;1195;349;1.9875;114900;0
14754;-117.05;32.56;17;4.417040359;1.044843049;811;223;2.8750;134500;0
14758;-117.05;32.56;22;4.145038168;1.074427481;2049;524;2.0159;139300;0
14759;-117.06;32.56;17;4.146449704;1.01035503;2768;676;1.7958;140400;0
14760;-117.06;32.56;5;3.164912281;1.081871345;3148;855;1.7301;125000;0
14773;-117.07;32.56;9;4.342857143;1.06547619;3293;840;3.0992;142600;0
14783;-117.09;32.56;8;5.023255814;0.906976744;626;172;4.8984;151500;0
14769;-117.10;32.56;16;5.597916667;1.04375;1502;480;3.7500;146800;0
14790;-117.10;32.56;20;4.507142857;1.217857143;1819;560;2.9286;257700;0
14749;-117.05;32.57;22;5.760080645;1.040322581;2412;496;4.7337;127600;0
14752;-117.05;32.57;13;5.079365079;1.015873016;2450;567;3.1696;138000;0
14744;-117.06;32.57;16;4.258389262;0.946308725;1609;298;2.6985;156500;0
14750;-117.06;32.57;25;4.240802676;0.943143813;991;299;3.0284;123600;0
14751;-117.06;32.57;17;6.169863014;1.035616438;1776;365;4.6364;141100;0
14755;-117.06;32.57;18;4.822299652;1.083623693;1429;287;1.3362;95000;0
14770;-117.07;32.57;17;4.814634146;1.030894309;1911;615;2.5859;131400;0
14772;-117.07;32.57;14;4.20661157;0.983471074;1224;363;2.7361;93600;0
14771;-117.08;32.57;18;4.432595573;1.094567404;1943;497;2.2500;103200;0
14779;-117.08;32.57;9;4.325549451;1.038461538;4451;1456;2.5690;88300;0
14780;-117.09;32.57;23;5.556574924;0.987767584;1371;327;3.6736;139500;0
14781;-117.09;32.57;10;6.28;1.051428571;1645;350;4.5547;160700;0
14782;-117.09;32.57;17;5.103448276;0.954022989;357;87;5.1478;138900;0
14768;-117.10;32.57;26;6.298387097;0.997311828;1221;372;4.3601;144900;0
14786;-117.10;32.57;21;5.832214765;0.989932886;983;298;4.8274;174100;0
14792;-117.10;32.57;32;4.84519573;1.042704626;1702;562;3.3371;140500;0
14793;-117.10;32.57;35;5.06993007;0.895104895;930;286;2.6715;133300;0
14797;-117.10;32.57;14;4.239731769;1.088851635;3662;1193;2.3253;133700;0
14745;-117.04;32.58;14;5.872817955;1.012468828;1883;401;5.0311;152100;0
14746;-117.04;32.58;20;5.747875354;1.011331445;1497;353;4.0089;132100;0
14740;-117.05;32.58;22;5.663072776;1.075471698;1551;371;4.1518;136900;0
14747;-117.05;32.58;23;5.641176471;0.997058824;1392;340;4.0870;134800;0
14748;-117.05;32.58;25;5.921409214;1.002710027;1558;369;5.3072;132700;0
14741;-117.06;32.58;17;4.916967509;1.023465704;2213;554;3.8529;147700;0
14742;-117.06;32.58;13;4.91416309;1.012875536;1761;699;3.4792;107600;0
14743;-117.06;32.58;11;4.277860327;1.008915305;2098;673;3.5125;142400;0
14777;-117.07;32.58;25;6.180769231;1.076923077;899;260;3.8194;134400;0
14775;-117.08;32.58;15;5.394833948;1.011070111;1002;271;3.9698;142700;0
14776;-117.08;32.58;22;4.728888889;1.06;1420;450;3.2687;131000;0
14778;-117.09;32.58;12;4.706422018;1.040366972;1785;545;3.0273;135300;0
14764;-117.10;32.58;23;4.305699482;0.976683938;1318;386;2.3000;120800;0
14765;-117.10;32.58;17;3.860377358;1.054716981;1585;530;2.2500;132800;0
14766;-117.10;32.58;33;4.9125;0.95;330;80;4.1029;122700;0
14767;-117.10;32.58;29;5.150485437;0.980582524;759;206;4.8646;136800;0
14785;-117.10;32.58;34;4.521444695;1.051918736;1226;443;3.0613;136700;0
14787;-117.10;32.58;27;4.359375;1.067708333;1427;576;3.1645;156000;0
14788;-117.10;32.58;32;4.389671362;1.025821596;1142;426;2.3194;159400;0
14789;-117.10;32.58;27;4.07183908;1.07183908;814;348;2.3603;195300;0
14791;-117.10;32.58;28;5.433139535;1.183139535;1074;344;2.5988;135600;0
14794;-117.10;32.58;26;4.146341463;0.942073171;869;328;3.0217;131600;0
14795;-117.10;32.58;21;4.064606742;0.962078652;2109;712;2.2755;125000;0
14796;-117.10;32.58;27;4.533795494;1.024263432;1889;577;2.3824;127600;0
14799;-117.10;32.58;12;3.744827586;1.013793103;870;290;2.4213;132500;0
14802;-117.10;32.58;36;5.078534031;1.044502618;1076;382;3.3906;147800;0
14921;-117.02;32.59;19;6.076677316;1.07028754;1102;313;3.0365;98100;0
14738;-117.05;32.59;26;5.627565982;1.011730205;1326;341;4.2679;131900;0
14915;-117.05;32.59;16;5.413872832;1.073988439;3073;865;3.0495;98300;0
14739;-117.06;32.59;13;5.157894737;1.019736842;2814;760;4.0616;148800;0
14897;-117.07;32.59;21;3.645491803;0.954918033;1327;488;1.6007;96200;0
14774;-117.08;32.59;8;4.2284041;0.969253294;2441;683;2.7048;153000;0
14898;-117.08;32.59;30;3;1.083333333;220;48;2.3929;134400;0
14763;-117.10;32.59;21;3.83360522;1.088091354;1621;613;2.0734;87500;0
14798;-117.10;32.59;17;4.04;1068;1529;500;2.1773;143200;0
14800;-117.10;32.59;18;4.107583774;1.02292769;1538;567;2.1179;153100;0
14801;-117.10;32.59;28;4.131656805;1.044378698;1825;676;2.6724;144500;0
14920;-117.03;32.60;26;6.209302326;1.041860465;742;215;5.1520;143400;0
14913;-117.04;32.60;20;5.630769231;1.021678322;5094;1430;4.2241;139800;0
14914;-117.04;32.60;18;5.443807339;0.970183486;3002;872;3.9076;152900;0
14904;-117.06;32.60;25;4.594017094;1.017094017;434;234;1.7472;94600;0
14905;-117.06;32.60;24;4.422764228;1.089430894;1095;246;2.4191;107300;0
14906;-117.06;32.60;33;4.076576577;0.923423423;989;222;2.7014;108200;0
14896;-117.07;32.60;18;4.730909091;1.001818182;1042;550;1.9267;67500;0
14903;-117.07;32.60;13;4.0175;1.0875;983;400;2.2903;106300;0
14899;-117.08;32.60;24;3.993697479;1.029411765;1334;476;2.2544;121900;0
15613;-116.79;32.61;19;5.401221996;1.059063136;1421;491;3.5227;206100;1
14918;-117.03;32.61;23;6.781659389;0.943231441;778;229;5.1538;171300;0
14919;-117.03;32.61;22;6.763157895;0.973684211;523;152;6.0086;166900;0
