6.8538;35348-70695;*
8.317;70696-106043;*
7.0175;35348-70695;*
6.3302;35348-70695;*
6.3624;35348-70695;*
7.0549;35348-70695;*
6.7851;35348-70695;*
2.8929;0-35347;*
3.0812;0-35347;*
5.2402;35348-70695;*
6.5217;35348-70695;*
3.2632;0-35347;*
3.0298;0-35347;*
4.5428;35348-70695;*
4.072;35348-70695;*
5.3509;35348-70695;*
3.1603;0-35347;*
4.7708;35348-70695;*
8.1564;70696-106043;*
8.8793;70696-106043;*
6.8591;35348-70695;*
6.0302;35348-70695;*
7.507999999999999;70696-106043;*
2.7477;0-35347;*
2.1944;0-35347;*
3.0149;0-35347;*
3.675;35348-70695;*
3.225;0-35347;*
2.9345;0-35347;*
2.1429;0-35347;*
1.6121;0-35347;*
1.3929;0-35347;*
2.3173;0-35347;*
1.7772;0-35347;*
2.6458;0-35347;*
2.181;0-35347;*
2.2303;0-35347;*
1.6504;0-35347;*
2.2697;0-35347;*
2.1563;0-35347;*
2.1348;0-35347;*
2.6292;0-35347;*
2.3833;0-35347;*
2.957;0-35347;*
2.5238;0-35347;*
1.9375;0-35347;*
1.9028;0-35347;*
2.25;0-35347;*
2.3929;0-35347;*
2.1917;0-35347;*
2.9357;0-35347;*
1.8854;0-35347;*
2.1638;0-35347;*
3.375;0-35347;*
2.2542;0-35347;*
2.1;0-35347;*
1.6;0-35347;*
3.625;35348-70695;*
1.6929;0-35347;*
1.6471;0-35347;*
2.59;0-35347;*
2.57;0-35347;*
3.0257;0-35347;*
1.4886;0-35347;*
1.9338;0-35347;*
1.4844;0-35347;*
1.6009;0-35347;*
2.0375;0-35347;*
2.293;0-35347;*
2.1494;0-35347;*
1.6198;0-35347;*
1.3281;0-35347;*
3.5156;0-35347;*
3.9048;35348-70695;*
3.0893;0-35347;*
2.6042;0-35347;*
2.5;0-35347;*
2.7969;0-35347;*
2.8321;0-35347;*
2.9583;0-35347;*
2.8365;0-35347;*
2.875;0-35347;*
3.0682;0-35347;*
3.0757;0-35347;*
4.9559;35348-70695;*
4.7721;35348-70695;*
3.4861;0-35347;*
5.1184;35348-70695;*
4.0977;35348-70695;*
4.744;35348-70695;*
4.2727;35348-70695;*
2.9844;0-35347;*
4.1739;35348-70695;*
3.8487;35348-70695;*
4.0114;35348-70695;*
4.6563;35348-70695;*
2.9297;0-35347;*
2.3036;0-35347;*
2.6667;0-35347;*
2.619;0-35347;*
2.4167;0-35347;*
2.7788;0-35347;*
2.7352;0-35347;*
1.8472;0-35347;*
2.6583;0-35347;*
3.0536;0-35347;*
2.3906;0-35347;*
1.7188;0-35347;*
2.625;0-35347;*
2.8015;0-35347;*
1.7276;0-35347;*
2.0801;0-35347;*
2.489;0-35347;*
1.7546;0-35347;*
4.0904;35348-70695;*
2.6765;0-35347;*
2.4338;0-35347;*
2.3309;0-35347;*
2.2604;0-35347;*
1.8039;0-35347;*
2.2562;0-35347;*
2.0562;0-35347;*
3.5398;35348-70695;*
3.1167;0-35347;*
2.5401;0-35347;*
2.898;0-35347;*
2.3125;0-35347;*
3.3715;0-35347;*
3.5114;0-35347;*
4.3125;35348-70695;*
3.22;0-35347;*
3.875;35348-70695;*
5.2328;35348-70695;*
3.7262;35348-70695;*
4.5893;35348-70695;*
5.2578;35348-70695;*
7.0875;70696-106043;*
3.9712;35348-70695;*
2.9514;0-35347;*
5.4446;35348-70695;*
6.2838;35348-70695;*
6.7527;35348-70695;*
7.0712;70696-106043;*
5.9849;35348-70695;*
3.6875;35348-70695;*
3.4205;0-35347;*
3.2984;0-35347;*
4.175;35348-70695;*
4.375;35348-70695;*
3.5739;35348-70695;*
3.0958;0-35347;*
3.3958;0-35347;*
1.871;0-35347;*
1.9356;0-35347;*
2.1842;0-35347;*
2.2917;0-35347;*
2.4333;0-35347;*
1.9479;0-35347;*
1.8407;0-35347;*
2.0786;0-35347;*
2.8125;0-35347;*
1.8913;0-35347;*
1.7056;0-35347;*
2.2768;0-35347;*
3.2552;0-35347;*
2.0556;0-35347;*
2.4659;0-35347;*
2.0469;0-35347;*
2.7159;0-35347;*
1.2083;0-35347;*
1.925;0-35347;*
1.5809;0-35347;*
1.4097;0-35347;*
0.7683;0-35347;*
1.3194;0-35347;*
0.8012;0-35347;*
1.1765;0-35347;*
2.3456;0-35347;*
2.1538;0-35347;*
2.5139;0-35347;*
1.2625;0-35347;*
2.9063;0-35347;*
2.5192;0-35347;*
2.1111;0-35347;*
2.455;0-35347;*
2.4028;0-35347;*
2.15;0-35347;*
2.4776;0-35347;*
2.1587;0-35347;*
1.8438;0-35347;*
2.2467;0-35347;*
4.0469;35348-70695;*
1.325;0-35347;*
1.6196;0-35347;*
2.1731;0-35347;*
2.069;0-35347;*
1.712;0-35347;*
1.9821;0-35347;*
2.5043;0-35347;*
2.3281;0-35347;*
1.4375;0-35347;*
2.5122;0-35347;*
1.5625;0-35347;*
3.1587;0-35347;*
1.8426;0-35347;*
4.6696;35348-70695;*
2.4598;0-35347;*
6.0749;35348-70695;*
4.8304;35348-70695;*
5.5701;35348-70695;*
5.37;35348-70695;*
6.86;35348-70695;*
7.6923;70696-106043;*
4.0313;35348-70695;*
6.8323;35348-70695;*
4.975;35348-70695;*
5.3602;35348-70695;*
5.0;35348-70695;*
2.925;0-35347;*
3.8913;35348-70695;*
3.1458;0-35347;*
2.537;0-35347;*
2.5568;0-35347;*
3.5083;0-35347;*
3.3125;0-35347;*
1.8235;0-35347;*
3.8047;35348-70695;*
2.4962;0-35347;*
4.0417;35348-70695;*
3.4844;0-35347;*
4.1458;35348-70695;*
2.0227;0-35347;*
3.3333;0-35347;*
5.337999999999999;35348-70695;*
3.4732;0-35347;*
3.5125;0-35347;*
3.1375;0-35347;*
2.8036;0-35347;*
4.5824;35348-70695;*
3.0208;0-35347;*
4.0875;35348-70695;*
4.5268;35348-70695;*
1.7375;0-35347;*
3.1795;0-35347;*
3.8672;35348-70695;*
5.1675;35348-70695;*
5.1696;35348-70695;*
4.2614;35348-70695;*
5.0551;35348-70695;*
5.6228;35348-70695;*
7.8864;70696-106043;*
7.9556;70696-106043;*
6.174;35348-70695;*
6.9414;35348-70695;*
8.8342;70696-106043;*
7.1754;70696-106043;*
10.0825;70696-106043;*
4.9083;35348-70695;*
5.7912;35348-70695;*
5.4171;35348-70695;*
4.125;35348-70695;*
7.266;70696-106043;*
5.3989;35348-70695;*
7.8336;70696-106043;*
6.1593;35348-70695;*
6.381;35348-70695;*
6.6828;35348-70695;*
7.5385;70696-106043;*
6.7138;35348-70695;*
6.2425;35348-70695;*
5.7979;35348-70695;*
4.2813;35348-70695;*
3.5417;35348-70695;*
3.0132;0-35347;*
4.1429;35348-70695;*
4.1912;35348-70695;*
3.9167;35348-70695;*
3.8897;35348-70695;*
3.1065;0-35347;*
2.9926;0-35347;*
3.556;35348-70695;*
1.475;0-35347;*
1.6971;0-35347;*
2.1705;0-35347;*
2.75;0-35347;*
2.5682;0-35347;*
2.9;0-35347;*
2.2208;0-35347;*
3.2344;0-35347;*
1.9805;0-35347;*
2.6684;0-35347;*
3.006;0-35347;*
2.543;0-35347;*
2.8676;0-35347;*
2.1907;0-35347;*
1.7778;0-35347;*
2.52;0-35347;*
4.2788;35348-70695;*
2.944;0-35347;*
5.2289;35348-70695;*
2.5562;0-35347;*
0.949;0-35347;*
1.1696;0-35347;*
1.4012;0-35347;*
1.1859;0-35347;*
1.7464;0-35347;*
2.8846;0-35347;*
2.7372;0-35347;*
3.8594;35348-70695;*
3.5625;35348-70695;*
2.2788;0-35347;*
2.525;0-35347;*
1.9946;0-35347;*
2.8214;0-35347;*
2.6165;0-35347;*
1.9483;0-35347;*
1.9327;0-35347;*
1.9798;0-35347;*
2.5417;0-35347;*
3.3906;0-35347;*
2.5652;0-35347;*
2.2845;0-35347;*
2.6071;0-35347;*
3.15;0-35347;*
2.6914;0-35347;*
1.8447;0-35347;*
1.6307;0-35347;*
2.9044;0-35347;*
2.9405;0-35347;*
3.3893;0-35347;*
3.0417;0-35347;*
7.0897;70696-106043;*
5.0463;35348-70695;*
1.7652;0-35347;*
7.8521;70696-106043;*
9.3959;70696-106043;*
5.3794;35348-70695;*
3.2619;0-35347;*
2.7054;0-35347;*
2.2431;0-35347;*
1.5817;0-35347;*
2.2841;0-35347;*
1.3785;0-35347;*
2.9018;0-35347;*
1.73;0-35347;*
2.2625;0-35347;*
2.2106;0-35347;*
2.6997;0-35347;*
4.0018;35348-70695;*
7.8772;70696-106043;*
11.8603;70696-106043;*
13.499;70696-106043;*
12.2138;70696-106043;*
8.1872;70696-106043;*
12.3804;70696-106043;*
5.8948;35348-70695;*
8.1194;70696-106043;*
8.7477;70696-106043;*
6.155;35348-70695;*
5.882999999999999;35348-70695;*
5.2128;35348-70695;*
4.7188;35348-70695;*
5.2915;35348-70695;*
2.6411;0-35347;*
3.3214;0-35347;*
3.6417;35348-70695;*
3.0161;0-35347;*
3.1771;0-35347;*
3.4531;0-35347;*
4.3098;35348-70695;*
3.3438;0-35347;*
2.9213;0-35347;*
2.6806;0-35347;*
3.7708;35348-70695;*
3.9444;35348-70695;*
5.2601;35348-70695;*
2.5444;0-35347;*
2.6447;0-35347;*
2.5762;0-35347;*
1.9427;0-35347;*
2.9688;0-35347;*
3.75;35348-70695;*
5.1702;35348-70695;*
2.9732;0-35347;*
5.5337;35348-70695;*
4.1667;35348-70695;*
2.7115;0-35347;*
3.3269;0-35347;*
3.2685;0-35347;*
4.7778;35348-70695;*
4.226;35348-70695;*
3.3571;0-35347;*
2.9899;0-35347;*
2.3882;0-35347;*
2.975;0-35347;*
5.1039;35348-70695;*
3.4762;0-35347;*
2.6833;0-35347;*
5.75;35348-70695;*
3.9632;35348-70695;*
4.9489;35348-70695;*
4.8711;35348-70695;*
3.0718;0-35347;*
3.6719;35348-70695;*
4.6094;35348-70695;*
4.5213;35348-70695;*
4.4562;35348-70695;*
7.611000000000001;70696-106043;*
3.2689;0-35347;*
3.567;35348-70695;*
4.7695;35348-70695;*
3.1972;0-35347;*
7.2634;70696-106043;*
7.0568;35348-70695;*
4.635;35348-70695;*
5.3015;35348-70695;*
4.9801;35348-70695;*
5.4834;35348-70695;*
6.187;35348-70695;*
5.6194;35348-70695;*
5.4639;35348-70695;*
5.1498;35348-70695;*
5.8382;35348-70695;*
4.65;35348-70695;*
4.3819;35348-70695;*
3.7222;35348-70695;*
5.2855;35348-70695;*
4.3375;35348-70695;*
5.2131;35348-70695;*
6.005;35348-70695;*
5.0519;35348-70695;*
4.8237;35348-70695;*
5.2497;35348-70695;*
4.6005;35348-70695;*
3.5187;0-35347;*
3.0;0-35347;*
3.4934;0-35347;*
2.9861;0-35347;*
2.5362;0-35347;*
3.3021;0-35347;*
3.0964;0-35347;*
2.8512;0-35347;*
3.3478;0-35347;*
2.3958;0-35347;*
3.5295;0-35347;*
4.8036;35348-70695;*
3.851;35348-70695;*
4.0662;35348-70695;*
4.6042;35348-70695;*
2.2;0-35347;*
4.1164;35348-70695;*
3.95;35348-70695;*
4.9135;35348-70695;*
2.8355;0-35347;*
3.25;0-35347;*
2.8301;0-35347;*
3.7159;35348-70695;*
3.244;0-35347;*
4.0268;35348-70695;*
5.5461;35348-70695;*
3.3710000000000004;0-35347;*
3.5313;0-35347;*
3.663;35348-70695;*
4.0202;35348-70695;*
4.5553;35348-70695;*
3.4643;0-35347;*
3.3431;0-35347;*
2.1898;0-35347;*
2.9097;0-35347;*
3.0673;0-35347;*
3.8125;35348-70695;*
6.9096;35348-70695;*
7.912000000000001;70696-106043;*
3.8393;35348-70695;*
4.0;35348-70695;*
6.5095;35348-70695;*
2.983;0-35347;*
3.524;0-35347;*
3.1103;0-35347;*
3.5781;35348-70695;*
3.1682;0-35347;*
2.6101;0-35347;*
3.6932;35348-70695;*
3.4583;0-35347;*
3.9032;35348-70695;*
4.0208;35348-70695;*
3.5547;35348-70695;*
4.5859;35348-70695;*
2.6321;0-35347;*
3.395;0-35347;*
3.9702;35348-70695;*
5.0043;35348-70695;*
4.4659;35348-70695;*
3.6625;35348-70695;*
3.8864;35348-70695;*
3.7813;35348-70695;*
2.9917;0-35347;*
4.4375;35348-70695;*
2.3869;0-35347;*
4.7609;35348-70695;*
5.4858;35348-70695;*
4.3971;35348-70695;*
4.0109;35348-70695;*
4.3864;35348-70695;*
4.2841;35348-70695;*
5.1312;35348-70695;*
2.9958;0-35347;*
3.6364;35348-70695;*
2.7955;0-35347;*
2.9507;0-35347;*
3.4375;0-35347;*
3.0345;0-35347;*
2.679;0-35347;*
2.9922;0-35347;*
4.1042;35348-70695;*
2.5833;0-35347;*
2.1552;0-35347;*
2.3274;0-35347;*
2.4206;0-35347;*
2.6464;0-35347;*
2.3973;0-35347;*
6.5;35348-70695;*
6.0574;35348-70695;*
3.8958;35348-70695;*
4.7813;35348-70695;*
3.2829;0-35347;*
5.3169;35348-70695;*
6.2579;35348-70695;*
5.1701;35348-70695;*
3.1796;0-35347;*
2.4196;0-35347;*
2.6563;0-35347;*
0.9637;0-35347;*
2.3357;0-35347;*
2.4042;0-35347;*
2.8322;0-35347;*
2.5156;0-35347;*
3.4032;0-35347;*
2.535;0-35347;*
2.5772;0-35347;*
3.0962;0-35347;*
2.9564;0-35347;*
2.95;0-35347;*
4.38;35348-70695;*
3.8;35348-70695;*
3.4839;0-35347;*
4.0588;35348-70695;*
4.1974;35348-70695;*
3.6;35348-70695;*
4.267;35348-70695;*
4.2386;35348-70695;*
5.5797;35348-70695;*
4.0682;35348-70695;*
3.1734;0-35347;*
4.7933;35348-70695;*
4.8125;35348-70695;*
3.8676;35348-70695;*
3.9395;35348-70695;*
3.2434;0-35347;*
3.0917;0-35347;*
3.0645;0-35347;*
2.7019;0-35347;*
3.1115;0-35347;*
2.2222;0-35347;*
6.1104;35348-70695;*
4.2733;35348-70695;*
3.2465;0-35347;*
3.2417;0-35347;*
6.0501;35348-70695;*
6.8233;35348-70695;*
6.3501;35348-70695;*
2.6719;0-35347;*
3.016;0-35347;*
2.7694;0-35347;*
3.6818;35348-70695;*
2.1382;0-35347;*
3.7303;35348-70695;*
3.0489;0-35347;*
2.8203;0-35347;*
4.3897;35348-70695;*
4.7143;35348-70695;*
4.6875;35348-70695;*
3.2091;0-35347;*
4.275;35348-70695;*
4.1302;35348-70695;*
3.09;0-35347;*
4.5417;35348-70695;*
4.6635;35348-70695;*
4.4427;35348-70695;*
4.5303;35348-70695;*
2.375;0-35347;*
3.8171;35348-70695;*
4.5281;35348-70695;*
4.3456;35348-70695;*
5.2312;35348-70695;*
3.6708;35348-70695;*
3.8875;35348-70695;*
3.7895;35348-70695;*
5.7309;35348-70695;*
4.1141;35348-70695;*
5.2838;35348-70695;*
3.3479;0-35347;*
3.142;0-35347;*
3.7614;35348-70695;*
4.25;35348-70695;*
3.9338;35348-70695;*
2.5158;0-35347;*
2.4808;0-35347;*
4.7083;35348-70695;*
4.1652;35348-70695;*
3.5541;35348-70695;*
3.8036;35348-70695;*
3.8259;35348-70695;*
3.2331;0-35347;*
4.7109;35348-70695;*
4.2468;35348-70695;*
6.396;35348-70695;*
3.2857;0-35347;*
3.8929;35348-70695;*
4.0125;35348-70695;*
4.1719;35348-70695;*
4.2857;35348-70695;*
3.6458;35348-70695;*
2.6875;0-35347;*
3.7292;35348-70695;*
4.5913;35348-70695;*
3.8625;35348-70695;*
3.3611;0-35347;*
2.8971;0-35347;*
4.0326;35348-70695;*
5.3644;35348-70695;*
4.7019;35348-70695;*
5.64;35348-70695;*
3.7931;35348-70695;*
4.6458;35348-70695;*
3.694;35348-70695;*
2.652;0-35347;*
3.5;0-35347;*
3.2386;0-35347;*
5.097;35348-70695;*
4.3875;35348-70695;*
4.625;35348-70695;*
5.0406;35348-70695;*
5.8704;35348-70695;*
5.3226;35348-70695;*
4.235;35348-70695;*
4.825;35348-70695;*
5.5218;35348-70695;*
6.5116;35348-70695;*
6.0661;35348-70695;*
6.0074;35348-70695;*
4.6211;35348-70695;*
5.225;35348-70695;*
5.3428;35348-70695;*
3.7462;35348-70695;*
4.5721;35348-70695;*
3.6923;35348-70695;*
4.6786;35348-70695;*
3.3617;0-35347;*
5.7579;35348-70695;*
2.9706;0-35347;*
3.9022;35348-70695;*
4.6146;35348-70695;*
5.7192;35348-70695;*
3.6832;35348-70695;*
6.2073;35348-70695;*
5.8151;35348-70695;*
5.8322;35348-70695;*
5.6277;35348-70695;*
5.2879;35348-70695;*
6.5615;35348-70695;*
5.6758;35348-70695;*
6.1047;35348-70695;*
3.5714;35348-70695;*
6.0824;35348-70695;*
4.3594;35348-70695;*
5.5737;35348-70695;*
4.8962;35348-70695;*
4.6978;35348-70695;*
4.4259;35348-70695;*
3.3008;0-35347;*
4.5687;35348-70695;*
3.8179;35348-70695;*
4.3393;35348-70695;*
4.1387;35348-70695;*
4.8052;35348-70695;*
4.6349;35348-70695;*
3.168;0-35347;*
3.1326;0-35347;*
2.9074;0-35347;*
8.3996;70696-106043;*
6.6478;35348-70695;*
6.629;35348-70695;*
6.2179;35348-70695;*
5.761;35348-70695;*
4.6641;35348-70695;*
6.7599;35348-70695;*
3.9909;35348-70695;*
4.2955;35348-70695;*
4.9615;35348-70695;*
2.6198;0-35347;*
4.7135;35348-70695;*
4.75;35348-70695;*
5.4299;35348-70695;*
4.6;35348-70695;*
4.1947;35348-70695;*
5.388;35348-70695;*
5.3283;35348-70695;*
4.8403;35348-70695;*
5.1616;35348-70695;*
4.9167;35348-70695;*
4.1591;35348-70695;*
5.8325;35348-70695;*
5.7057;35348-70695;*
5.0423;35348-70695;*
4.5317;35348-70695;*
5.4359;35348-70695;*
5.0824;35348-70695;*
5.2308;35348-70695;*
4.4107;35348-70695;*
5.2396;35348-70695;*
4.7478;35348-70695;*
8.4045;70696-106043;*
9.7194;70696-106043;*
5.1643;35348-70695;*
5.3813;35348-70695;*
6.0878;35348-70695;*
6.8679999999999986;35348-70695;*
6.992000000000001;35348-70695;*
4.9118;35348-70695;*
4.4357;35348-70695;*
4.9464;35348-70695;*
5.2882;35348-70695;*
5.1321;35348-70695;*
3.9667;35348-70695;*
3.1696;0-35347;*
5.0838;35348-70695;*
4.8214;35348-70695;*
4.1406;35348-70695;*
3.7364;35348-70695;*
3.535;35348-70695;*
5.0739;35348-70695;*
3.256;0-35347;*
6.0667;35348-70695;*
5.7072;35348-70695;*
4.9867;35348-70695;*
5.1437;35348-70695;*
5.347;35348-70695;*
5.7233;35348-70695;*
4.4697;35348-70695;*
4.9107;35348-70695;*
4.2281;35348-70695;*
5.0143;35348-70695;*
7.2494;70696-106043;*
5.1406;35348-70695;*
8.3337;70696-106043;*
7.316;70696-106043;*
6.4994;35348-70695;*
7.2211;70696-106043;*
4.4087;35348-70695;*
5.9345;35348-70695;*
6.1770000000000005;35348-70695;*
5.817;35348-70695;*
6.3132;35348-70695;*
6.3373;35348-70695;*
7.332999999999998;70696-106043;*
6.2918;35348-70695;*
6.5214;35348-70695;*
6.4524;35348-70695;*
6.0604;35348-70695;*
6.5285;35348-70695;*
7.2639;70696-106043;*
7.4353;70696-106043;*
3.1127;0-35347;*
2.4896;0-35347;*
5.0677;35348-70695;*
2.1187;0-35347;*
10.9506;70696-106043;*
7.0691;35348-70695;*
5.5;35348-70695;*
4.9879;35348-70695;*
6.8132;35348-70695;*
5.6399;35348-70695;*
4.1597;35348-70695;*
5.7519;35348-70695;*
5.6417;35348-70695;*
10.3203;70696-106043;*
4.3472;35348-70695;*
6.6827;35348-70695;*
3.62;35348-70695;*
7.3588;70696-106043;*
5.7239;35348-70695;*
4.2083;35348-70695;*
6.1023;35348-70695;*
3.9864;35348-70695;*
4.8624;35348-70695;*
9.1531;70696-106043;*
4.7361;35348-70695;*
5.4324;35348-70695;*
4.9375;35348-70695;*
3.3841;0-35347;*
3.5532;35348-70695;*
3.3618;0-35347;*
4.3533;35348-70695;*
4.5357;35348-70695;*
5.7068;35348-70695;*
3.7212;35348-70695;*
5.2443;35348-70695;*
4.2361;35348-70695;*
3.1856;0-35347;*
5.4496;35348-70695;*
3.0222;0-35347;*
3.7301;35348-70695;*
4.6806;35348-70695;*
5.7907;35348-70695;*
6.3705;35348-70695;*
5.2649;35348-70695;*
6.0797;35348-70695;*
4.8571;35348-70695;*
3.8523;35348-70695;*
5.98;35348-70695;*
2.45;0-35347;*
2.2417;0-35347;*
3.4609;0-35347;*
2.5208;0-35347;*
2.3549;0-35347;*
2.05;0-35347;*
2.65;0-35347;*
2.5476;0-35347;*
3.9107;35348-70695;*
4.2917;35348-70695;*
3.3393;0-35347;*
4.3029;35348-70695;*
3.5508;35348-70695;*
3.2589;0-35347;*
3.2937;0-35347;*
3.0465;0-35347;*
3.175;0-35347;*
2.6078;0-35347;*
2.7399;0-35347;*
2.7236;0-35347;*
4.4531;35348-70695;*
3.2135;0-35347;*
3.1142;0-35347;*
3.0068;0-35347;*
3.0905;0-35347;*
1.9362;0-35347;*
2.3155;0-35347;*
2.0094;0-35347;*
3.07;0-35347;*
1.6785;0-35347;*
3.5046;0-35347;*
1.8095;0-35347;*
2.2833;0-35347;*
1.5633;0-35347;*
3.4191;0-35347;*
0.9393;0-35347;*
1.1019;0-35347;*
1.7284;0-35347;*
2.2621;0-35347;*
2.575;0-35347;*
4.3309;35348-70695;*
3.0253;0-35347;*
3.2016;0-35347;*
3.1125;0-35347;*
3.0625;0-35347;*
2.2925;0-35347;*
1.6797;0-35347;*
1.5481;0-35347;*
0.987;0-35347;*
0.9566;0-35347;*
1.3672;0-35347;*
2.0064;0-35347;*
1.6911;0-35347;*
1.6827;0-35347;*
1.5863;0-35347;*
1.7426;0-35347;*
1.5064;0-35347;*
2.0288;0-35347;*
4.5032;35348-70695;*
3.7007;35348-70695;*
3.5735;35348-70695;*
3.5375;35348-70695;*
2.8306;0-35347;*
4.712;35348-70695;*
2.7143;0-35347;*
3.5189;0-35347;*
2.8657;0-35347;*
2.2419;0-35347;*
2.4537;0-35347;*
2.5374;0-35347;*
2.3507;0-35347;*
2.3079;0-35347;*
2.6147;0-35347;*
2.567;0-35347;*
1.625;0-35347;*
1.4048;0-35347;*
2.1838;0-35347;*
1.875;0-35347;*
2.963;0-35347;*
2.6823;0-35347;*
2.1912;0-35347;*
2.0458;0-35347;*
2.3068;0-35347;*
2.7863;0-35347;*
2.0882;0-35347;*
3.1061;0-35347;*
1.7875;0-35347;*
2.3403;0-35347;*
1.8245;0-35347;*
2.5428;0-35347;*
1.8125;0-35347;*
2.8182;0-35347;*
1.7788;0-35347;*
1.0625;0-35347;*
1.8616;0-35347;*
2.3711;0-35347;*
3.0660000000000003;0-35347;*
2.9625;0-35347;*
3.13;0-35347;*
2.4623;0-35347;*
2.3798;0-35347;*
1.9766;0-35347;*
1.6948;0-35347;*
2.3895;0-35347;*
2.8871;0-35347;*
2.3684;0-35347;*
1.4896;0-35347;*
2.3917;0-35347;*
1.7708;0-35347;*
1.7308;0-35347;*
1.5771;0-35347;*
2.1467;0-35347;*
2.9562;0-35347;*
3.9028;35348-70695;*
3.0446;0-35347;*
3.2174;0-35347;*
2.6921;0-35347;*
4.5156;35348-70695;*
2.4821;0-35347;*
2.502;0-35347;*
2.334;0-35347;*
2.0357;0-35347;*
0.8024;0-35347;*
1.1607;0-35347;*
1.3654;0-35347;*
1.6352;0-35347;*
1.5714;0-35347;*
1.9956;0-35347;*
1.6389;0-35347;*
2.1658;0-35347;*
1.6346;0-35347;*
1.8661;0-35347;*
1.4833;0-35347;*
0.8252;0-35347;*
1.0585;0-35347;*
1.3289;0-35347;*
1.5313;0-35347;*
1.8047;0-35347;*
2.4952;0-35347;*
2.2045;0-35347;*
2.9965;0-35347;*
3.2833;0-35347;*
2.0455;0-35347;*
1.3611;0-35347;*
1.7727;0-35347;*
2.3566;0-35347;*
2.425;0-35347;*
2.5313;0-35347;*
2.1776;0-35347;*
1.9943;0-35347;*
1.7552;0-35347;*
2.6607;0-35347;*
2.7891;0-35347;*
2.3224;0-35347;*
1.7885;0-35347;*
1.91;0-35347;*
2.0474;0-35347;*
1.8355;0-35347;*
2.3243;0-35347;*
2.5259;0-35347;*
2.2813;0-35347;*
2.1728;0-35347;*
2.4943;0-35347;*
2.3816;0-35347;*
2.3654;0-35347;*
2.2875;0-35347;*
2.6528;0-35347;*
2.9821;0-35347;*
2.0472;0-35347;*
3.636;35348-70695;*
3.8488;35348-70695;*
2.5473;0-35347;*
2.0417;0-35347;*
2.6417;0-35347;*
2.4583;0-35347;*
2.5667;0-35347;*
2.7344;0-35347;*
3.024;0-35347;*
